	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Acute_Fatal_104_1	0.0	0.007396062587501629	0.015437762444958024	2.556979286949569e-05	0.0005561429949115313	0.0	1.5981120543434806e-06	6.072825806505227e-05	0.0025218208217540126	9.940256978016449e-05	0.0004682468319226399	0.00012657047470400367	0.00028030885433184653	0.0005503897915158948	0.0016156912869412592	0.00043085100985100245	0.0009320189679667669	0.001240211572612733	0.0003485560052859783	0.0005921215702075356	0.0014866167424172237	0.0013823231498471416	0.0011161938070958467	0.0005485417030287047	0.000449258621844422	0.000983917579917402	0.0012078487227893096	0.0005197296039912857	0.001603491727604577	0.0015255468169701235	0.0012709419352985036	0.0015866856053422943	0.0012925471047631162	0.0030537181170755922	0.0016709837321633952	0.002411921178642886	0.0008148931584050529	0.00044286190204094017
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Acute_Fatal_104_2	0.0	0.0015102158913545894	0.00024451114431455254	0.0019097439049404594	0.0008406069405846708	0.0002940526179992005	0.002448307667254212	5.433580984767835e-05	0.0020024344040923815	0.00046920569915524595	0.0006820742247937976	0.00048582606452041816	0.0007971382927065283	0.0004768766370160947	0.0006545866974590897	0.000566051289648461	0.0004538638379400539	0.0005262486824896883	0.0013054858146592724	0.00260954011064902	0.0046257349030902045	0.00208965051113283	0.0034524039520475065	0.06169928609764998	0.0617353461044763	0.002504429342024642	0.00042483434468082134	0.0006081987156002265	0.0013404526801427624	0.0010618668431075042	0.0011051474696812966	0.0032046252793149067	0.057998119125176044	0.0009508005162401303	0.0004576520902728941	6.459109665020331e-05	0.0003320216108123312	0.0001943068255557622
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Acute_Fatal_106_1	0.0	0.007551986868042203	0.015883426676623486	1.8657118257584363e-05	0.0007151895332074006	0.0	8.292052558926383e-06	5.3898341633021485e-05	0.0025290760304725467	0.00011857635159264729	0.0005161802717931674	0.00014220870138558747	0.0002918802500742087	0.0005613719582393162	0.0016791406431825927	0.0004133588200624802	0.0009233200792332179	0.001224258649884159	0.00031849830063693257	0.0005568819054998771	0.0014665417078155573	0.0013882178301769534	0.0012284246944951657	0.000568956753475652	0.0004932610049011871	0.001030443500083042	0.0012812333297145138	0.0006153226017173484	0.001625281590605943	0.0015442547765966827	0.0012896360664402346	0.0016554145817363865	0.0013559390756826611	0.0030866261632722354	0.0016983971395700122	0.002460000494551046	0.0008652297088975789	0.0004493355622563769
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Acute_Fatal_106_2	0.0	0.0017060898139991034	0.00019486323513477003	0.0017309659716758824	0.0007877449930980064	0.00028400280014322863	0.0027612535021224855	5.1825328493289894e-05	0.0018781499045968258	0.00045564828811300477	0.0007218231752545417	0.000487158087836925	0.0008549106188253101	0.0005136926560254895	0.0007437971145356965	0.0005953693737309143	0.0004888165307750492	0.000564679299049137	0.0013873492604058607	0.0026234246577025054	0.004638159275967515	0.002214526579945965	0.003546666033023445	0.06008597793977112	0.06046698976579087	0.0025673564861053554	0.0004636302685629564	0.0005845849830254414	0.001505469332243737	0.0010665762702356208	0.0012392461569522455	0.0035172138350780006	0.057563486068590526	0.0010472843804066895	0.0005684947766943807	9.093804613411968e-05	0.00043701476153356077	0.00026782969447230564
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124
Acute_Fatal_14_1	0.0	3.327266986224782e-05	0.00031054491871431296	0.002204314378373918	0.038454888193292916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7727224885206517e-06	0.00038679478714863093	0.0012102933662392645	0.003238541527813852	0.0012008236707471284	2.7756490091904515e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.262366525897456e-05	0.0	0.0	0.0	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124
Acute_Fatal_14_2	0.0	0.025309410875216508	0.04291897139981117	0.08672798671843747	0.15330382639030682	0.00012754523447194998	2.4954502396685863e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9909004793371726e-05	4.7136282304851077e-05	0.0005129536603763205	0.00043115834696496127	0.0014861792538470692	0.0032357671441036007	0.00404124302701885	0.005193309220999181	0.005103195740122259	0.004127197481380856	0.002635473675305706	3.466949185119943e-05	1.3884437191214457e-06	0.0002669905001859825	0.00016296348626198312	3.071545981273706e-05	0.000362585027413878	7.854983317838911e-05	4.357302517140574e-05	0.001084638772396259	0.00010169593364995704	2.835449521463311e-06	5.698659907410169e-06	0.00016653562036126514	0.0023181933053525667	0.0002645231801081359	0.0005997914280302126	4.429250474852561e-05	0.0010863815996402118	0.0017432726085899236	0.007472375125813201	0.005178529972119321	0.0015482931178644674	0.0007693403640540017	0.000566339143608725	0.0002526189686811891	0.00011997559570093342	0.0001481186848583381	8.993550403807201e-05	0.0004270837134256591	7.053497646584107e-05	0.0	0.0	7.958828809233055e-05	0.0	0.0	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124
Acute_Fatal_26_1	0.0	0.00034745629457824776	0.002015246508553837	0.0017499162472395388	0.0011750340143918923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.171057429055042e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.356612109636082e-06	0.00040296862584481615	0.0024232801451783722	0.00033346723589867613	5.1947323336244114e-05	0.00029792856577293586	0.000148543945718364	7.129802982867154e-06	1.0779302230614907e-05	0.000903172212851357	0.0007729975754253301	0.0001532488227126417	0.002167190125460537	7.300823636654761e-05	0.002443603441916616	0.003349768530204523	0.002234594529424773	3.231177502474274e-05	0.0003594969934408548	3.314002068848642e-05	8.395799833217437e-06	0.0009380980109520608	4.304589665420603e-06	0.0	9.752770201229883e-05
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124
Acute_Fatal_26_2	0.0	0.0	3.790432304489976e-05	0.0002337433254435485	0.0012003035630884923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15869358707498e-06	6.633256532857456e-05	0.0007296582186143203	0.003992596008667471	0.0015612404795144706	7.917532752378561e-05	0.0	0.0	5.115225407682665e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1552307846268537e-05	0.0	5.841141326888997e-05	2.208980448019524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.285937521831494e-06	0.0002130080263163157	0.0020925225458078333	8.96612000547594e-05	0.0001052376792986961
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124
Acute_Fatal_29_1	0.0	0.001680330681052571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.511138736527761e-05	0.00010282620585545586	4.012729984603155e-05	0.0	4.514321232678549e-05	0.0014746782693416595	3.009547488452366e-05	4.765116856716246e-05	0.0013843918446880886	0.0018734433115615982	0.0011762314767367998	0.0007197834409881909	0.0003937491297391846	0.006081793882914157	0.00022320810539355052	2.507956240376972e-06	0.0005266708104791641	7.523868909826256e-06	2.25716605077801e-05	3.011061964167409e-05	0.0014815659613917997	0.0007170295787324988	9.130654646126008e-05	0.0015397517950748168	0.0011243036825360677	0.004257102575737983	0.0028894642824379554	4.166246787107654e-05	2.617232723941228e-06	0.00024208155827688558	0.0034291465113836144	1.0292211241593272	0.0	0.0	0.0	0.0	2.918495894770712e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
