Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
Acute_Fatal_102_1	164.0	111.0	45.5	28.5	20.5	20.5	28.0	36.5	42.5	60.5	95.5	132.5	200.5	280.5	413.0	668.5	1087.0	1678.0	2634.5	4211.0	6596.0	10154.5	15552.5	22993.5	32282.0	44408.5	59880.5	79074.5	100831.5	124483.5	149662.5	174572.5	208246.0	249745.5	310998.0	362715.5	432641.5	483159.0	496810.0	521063.0	617929.0	662215.0	641245.0	753171.5	891503.5	1349776.0	1548298.0	1576459.0	2542484.0	2649031.0	1986870.5	1815220.0	1755022.5	1625747.0	1581942.0	1857663.5	2725902.0	2513891.0	1522537.5	1509108.5	1381036.5	1128860.0	913185.5	660741.5	466940.0	424189.5	416585.0	355061.5	440721.0	540355.5	367246.0	221615.5	251928.0	306718.0	472512.0	520970.0	320268.5	258036.0	363471.0	279309.0	95216.5	59971.0	35495.0	17493.0	13176.0	7684.0	5585.5	5522.5	7548.5	7841.5	5709.0	3640.0	1634.5	338.5	118.5	45.0	17.5	8.0	3.5	1.5	0.0
Acute_Fatal_102_2	208.0	143.0	63.0	44.0	55.0	89.0	102.5	122.5	162.5	202.5	271.5	336.0	433.0	616.5	844.5	1231.0	1877.5	2941.0	4666.0	7371.0	11175.0	16766.5	25446.5	36640.0	49852.5	66058.0	86134.5	110319.0	136756.5	164661.0	193545.0	222069.5	257619.5	303098.0	348748.0	404883.0	461506.0	529571.5	574860.0	550604.0	551916.0	630896.5	701630.0	767558.0	979014.5	1173971.0	1545885.5	2342961.5	2989183.5	2664805.5	1902945.5	1614379.0	1560101.5	1383464.0	1236014.5	1400398.0	1860510.5	2224920.0	2169279.5	1982053.0	1801438.5	1564882.0	1106759.0	797456.5	660854.5	530199.5	580707.5	560093.5	519854.5	410103.0	218337.5	191758.0	260552.5	218403.5	155094.5	126366.5	103075.5	107670.0	99351.5	103395.5	89075.5	49471.0	29345.5	37785.5	72948.5	61380.0	15900.0	2734.5	1221.0	539.5	320.0	197.5	99.0	40.0	13.5	3.5	1.5	1.5	2.0	3.5	11.5
Acute_Fatal_104_1	656.0	461.5	201.0	111.0	85.5	89.5	95.0	105.0	123.0	147.0	163.5	174.0	219.5	277.5	376.0	592.0	898.5	1309.0	1981.0	2945.0	4738.0	7433.5	10912.5	15860.0	22763.0	31473.0	41704.0	54008.5	68220.0	82867.5	97864.5	113193.0	132911.5	156630.0	207267.0	316129.0	368987.5	392422.0	380417.0	364543.5	494735.0	496465.5	429038.5	553944.5	737291.5	1240714.0	1395268.0	1514805.0	3362561.0	3603636.5	2216209.0	2096246.5	2606390.5	2634991.5	2507822.0	2957986.5	4400307.0	3949035.0	2310819.0	2425503.5	2287410.0	1986797.5	1585647.5	1041375.5	676882.5	660872.5	690689.0	596771.5	826843.0	1330447.5	1005304.0	494803.5	695900.0	687280.5	781457.0	872119.5	569083.0	510826.0	526277.5	343496.5	156935.5	90847.0	38139.0	23819.0	18050.5	9422.0	5974.5	4488.0	5384.0	5273.5	2841.0	1176.5	555.0	226.5	109.5	58.0	37.5	30.0	33.0	78.5	195.5
Acute_Fatal_104_2	381.0	294.0	195.5	196.5	222.0	266.0	322.0	359.5	420.5	489.5	540.0	641.5	785.0	920.5	1126.0	1483.5	1919.5	2499.0	3443.0	4885.5	6820.0	9591.5	14005.0	19852.5	26848.5	35303.5	46414.0	60194.0	75329.0	91133.5	108168.5	126133.5	144153.5	166193.5	195098.5	245833.0	339201.5	413248.5	425216.0	441292.5	488259.5	511407.5	533419.0	589332.5	848512.5	1051511.0	1195753.5	1581309.5	2264224.5	2536817.5	2203467.0	2872367.0	3347297.5	2576687.0	1926622.5	1652616.0	1963657.5	2808862.5	3347432.0	3429985.5	3407324.0	3796137.5	3026710.0	2063416.0	1620820.5	895225.0	1036797.5	1356276.0	1307045.0	934656.0	485729.5	278081.0	394065.5	406538.5	370843.5	290107.0	223095.5	236162.5	212407.0	217965.0	182592.0	98996.0	52059.0	61894.0	128880.0	138337.0	55794.5	10128.5	3825.0	2292.0	1262.0	606.5	329.0	200.0	142.0	129.5	148.5	177.5	251.5	497.0	2034.0
Acute_Fatal_105_1	446.0	309.0	127.0	72.0	49.0	36.5	29.0	28.0	34.5	40.0	49.0	57.5	71.5	84.0	99.5	154.0	248.5	367.5	537.5	778.5	1178.5	1863.0	2789.5	4021.5	5900.0	8235.5	10769.5	13718.5	17707.0	22055.0	25891.5	30648.5	38328.0	47879.5	75156.0	137008.0	168502.0	179081.5	169277.0	161911.0	245932.0	253092.5	215364.0	304668.5	424438.0	676970.5	770648.0	935484.0	2218788.5	2381571.0	1341851.0	1233659.5	1653767.0	1692706.0	1646062.0	2087449.0	3331438.5	2938856.0	1565383.5	1613922.0	1552094.0	1377973.5	1111299.5	729779.0	441590.5	433634.5	461300.5	434679.5	614115.0	938226.5	710199.0	355294.5	485313.0	463511.5	495743.5	547205.5	370485.0	353472.5	341621.0	217107.5	114854.0	65597.5	20905.5	14454.0	11743.5	6234.0	3221.5	2116.0	1791.5	1505.5	897.5	450.5	227.5	107.0	61.0	47.0	29.5	22.5	34.0	63.0	140.0
Acute_Fatal_105_2	176.0	140.5	95.0	84.5	82.0	82.5	88.5	102.5	121.0	148.5	162.5	164.0	182.0	221.5	276.5	333.5	424.5	600.0	826.5	1133.0	1632.0	2347.0	3452.5	5020.5	6790.5	8971.0	11792.0	15077.5	18752.5	23238.0	28713.0	34556.5	40568.0	49648.5	63619.5	90076.0	142422.5	183402.0	189916.0	201620.0	233847.0	249707.0	260258.0	303134.5	480483.0	606657.0	687505.5	975345.0	1543617.0	1753863.0	1461884.0	1883661.0	2191876.0	1680099.5	1261363.0	1106139.5	1348464.5	1932829.0	2311862.5	2394079.5	2407641.5	2700992.0	2142328.5	1436288.5	1129165.0	592871.5	643302.5	851005.0	846396.5	618804.0	317244.5	182703.0	268047.0	279813.5	260028.5	203012.5	144764.5	145224.0	126356.0	137572.5	125315.0	70421.0	33952.5	36088.5	78404.0	86668.0	34424.5	5970.0	2179.5	1329.5	757.5	356.0	200.0	115.5	82.0	68.5	73.5	100.0	150.0	283.0	1199.0
Acute_Fatal_106_1	951.0	661.5	294.0	184.5	154.5	165.0	178.0	183.5	196.0	209.0	238.5	286.0	356.0	442.0	544.5	721.5	1052.0	1472.5	2118.5	3273.5	4924.0	7308.5	10928.5	16023.5	22429.5	30215.5	40080.0	52644.0	66435.0	80887.0	96786.0	112502.0	131002.0	156744.5	230840.0	325039.5	449257.0	485479.0	459956.0	473446.0	564438.0	584638.5	550325.0	824514.5	930294.0	822241.5	918241.5	1306458.0	2258424.0	2388393.0	1689206.0	1589925.0	1904239.0	1889201.5	1798601.5	2332739.0	3018171.0	2569454.5	1821941.0	1973640.5	2061545.0	1678229.5	1406788.5	1060703.5	579772.5	495290.0	452039.0	378177.0	556970.5	918229.5	690013.5	374737.5	666647.5	586664.0	435459.5	454576.5	300412.5	319335.5	322442.0	225087.0	150875.5	97430.0	30235.0	14316.0	10769.5	6683.0	3960.0	2849.0	2240.5	1444.5	928.0	652.5	364.0	142.5	98.0	80.5	51.0	40.0	47.5	104.0	271.5
Acute_Fatal_106_2	194.0	172.0	152.5	180.5	250.0	340.5	421.5	485.5	538.0	594.0	654.0	725.5	815.0	958.5	1184.5	1449.0	1846.0	2430.0	3172.0	4307.0	5996.0	8393.5	11969.0	16731.5	22428.5	30300.0	41277.5	54181.0	66528.5	79999.5	96367.5	114452.0	133595.5	157271.0	191816.5	254501.5	317532.0	401963.0	527893.5	527738.0	497184.5	593459.5	673720.5	701791.0	851984.0	954003.5	1130355.0	1502365.5	1916857.0	1958348.5	1611585.5	1750568.5	1964800.0	1795727.5	1478214.5	1260551.0	1672141.0	2464633.0	2827851.0	2607057.5	2352214.0	3103998.5	2528438.5	1444366.5	1215767.0	644439.5	658138.0	773880.5	827474.0	661915.0	314496.5	168628.5	250085.0	252049.5	177320.0	134465.5	144715.0	167403.5	151527.0	129143.0	98734.5	58357.5	27103.0	22682.5	46253.5	48860.5	17343.0	4157.0	1799.5	1020.5	683.0	416.0	228.0	146.0	107.0	77.5	70.5	86.5	145.5	317.5	1328.0
Acute_Fatal_107_1	593.0	402.0	146.5	70.5	57.5	48.0	44.0	47.5	59.0	66.0	74.5	89.0	101.0	133.5	174.0	241.0	328.0	454.0	663.0	968.5	1501.5	2264.0	3371.5	4908.5	6942.0	9754.5	13083.5	17184.5	22282.0	27892.5	33399.5	39360.0	47982.0	59380.5	83358.0	112292.5	142011.5	154041.0	164125.0	179159.0	211092.0	225358.5	232402.0	303046.5	382462.0	531718.5	627225.5	768229.0	1659789.5	1870252.5	1275673.5	1227422.0	1417358.5	1413386.0	1363199.0	1620736.0	2085943.5	1893692.5	1369653.5	1430292.0	1426335.0	1267496.0	1061955.5	743712.5	536182.5	535501.0	523135.0	434109.0	573606.0	770533.0	538836.0	326870.5	533795.0	526535.5	525348.0	615254.5	418075.0	446322.0	458929.0	237493.0	97358.5	62287.0	31083.0	22858.0	17722.5	8856.0	5899.0	5007.5	5974.0	5741.5	3992.0	2549.0	1259.5	365.0	154.0	84.5	41.0	29.5	34.0	70.0	184.5
