Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
Acute_Fatal_18	26993774.0	227.0	2341519.0	8.67	225.16	1229545.0	1191933.0	1155856.0	11476.0	833.0	61380.0	0.52	0.0	0.0	0.01	1.44	0.0	0.0	24512313.0	90.81	0.0	0.51	0.01	0	137251	2691
Acute_Fatal_18._STARpass1	26993774.0	227.0	2292539.0	8.49	225.49	1129942.0	1061870.0	1081258.0	8541.0	826.0	39317.0	0.52	0.0	0.0	0.01	1.43	0.0	0.0	24561059.0	90.99	0.0	0.51	0.01	0	137480	2696
Acute_Fatal_20	18220141.0	231.0	2585686.0	14.19	232.68	1071590.0	996704.0	983686.0	8546.0	780.0	78578.0	0.45	0.0	0.0	0.0	1.47	0.0	0.0	15429473.0	84.68	0.0	1.12	0.0	0	204982	0
Acute_Fatal_20._STARpass1	18220141.0	231.0	2599029.0	14.26	233.03	1012775.0	915916.0	929987.0	6125.0	762.0	75901.0	0.45	0.0	0.0	0.0	1.46	0.0	0.0	15415650.0	84.61	0.0	1.12	0.0	0	205462	0
Acute_Fatal_21	24712608.0	224.0	4553067.0	18.42	226.19	1645466.0	1608462.0	1433013.0	152482.0	1246.0	58725.0	0.46	0.0	0.0	0.01	1.63	0.0	0.0	19997075.0	80.92	0.0	0.65	0.01	0	160004	2462
Acute_Fatal_21._STARpass1	24712608.0	224.0	4518474.0	18.28	227.39	1340748.0	1231108.0	1287918.0	9275.0	1234.0	42321.0	0.48	0.0	0.0	0.01	1.62	0.0	0.0	20030318.0	81.05	0.0	0.65	0.01	0	161334	2482
Acute_Fatal_22	33724123.0	230.0	1897528.0	5.63	226.54	623683.0	602302.0	566459.0	3167.0	279.0	53778.0	0.39	0.0	0.0	0.01	1.64	0.0	0.0	19907599.0	59.03	0.0	35.34	0.0	0	11918996	0
Acute_Fatal_22._STARpass1	33724123.0	230.0	1778455.0	5.27	227.85	373246.0	301298.0	324644.0	2296.0	273.0	46033.0	0.4	0.0	0.0	0.01	1.64	0.0	0.0	20026549.0	59.38	0.0	35.34	0.0	0	11919119	0
Acute_Fatal_24	38351360.0	224.0	4440322.0	11.58	227.0	1327806.0	1142760.0	1110488.0	8676.0	841.0	207801.0	0.53	0.0	0.0	0.0	1.41	0.0	0.0	33563615.0	87.52	0.0	0.9	0.01	0	343605	3818
Acute_Fatal_24._STARpass1	38351360.0	224.0	4519451.0	11.78	227.7	1231279.0	1005018.0	1033341.0	6566.0	821.0	190551.0	0.56	0.0	0.0	0.0	1.39	0.0	0.0	33482348.0	87.3	0.0	0.9	0.01	0	345720	3841
Acute_Fatal_26	15829329.0	231.0	3112396.0	19.66	232.98	940695.0	858104.0	839522.0	6583.0	779.0	93811.0	0.5	0.0	0.0	0.01	1.55	0.0	0.0	11932377.0	75.38	0.0	4.94	0.01	0	782971	1585
Acute_Fatal_26._STARpass1	15829329.0	231.0	3148683.0	19.89	233.14	929286.0	803736.0	832212.0	5744.0	708.0	90622.0	0.52	0.0	0.0	0.01	1.54	0.0	0.0	11895080.0	75.15	0.0	4.95	0.01	0	783982	1584
Acute_Fatal_29	19936552.0	225.0	442762.0	2.22	218.67	329607.0	323871.0	316016.0	2191.0	190.0	11210.0	0.45	0.0	0.0	0.0	1.61	0.0	0.0	18997954.0	95.29	0.0	2.48	0.0	0	495836	0
Acute_Fatal_29._STARpass1	19936552.0	225.0	408422.0	2.05	220.56	258930.0	242452.0	248892.0	1960.0	190.0	7888.0	0.47	0.0	0.0	0.01	1.61	0.0	0.0	19032249.0	95.46	0.0	2.48	0.0	0	495881	0
Acute_Fatal_32	52328143.0	231.0	6104195.0	11.67	229.92	2363817.0	2208862.0	2125495.0	21181.0	1854.0	215287.0	0.49	0.0	0.0	0.01	1.53	0.0	0.0	45679425.0	87.29	0.0	1.04	0.01	0	539337	5186
Acute_Fatal_32._STARpass1	52328143.0	231.0	5989375.0	11.45	230.53	2015307.0	1740204.0	1835905.0	14781.0	1337.0	163284.0	0.51	0.0	0.0	0.01	1.52	0.0	0.0	45793555.0	87.51	0.0	1.04	0.01	0	540020	5193
Acute_Fatal_33	22648474.0	231.0	1703911.0	7.52	229.5	850060.0	820228.0	809620.0	7029.0	570.0	32841.0	0.45	0.0	0.0	0.0	1.61	0.0	0.0	20763516.0	91.68	0.0	0.79	0.0	0	181047	0
Acute_Fatal_33._STARpass1	22648474.0	231.0	1692714.0	7.47	229.62	821208.0	759431.0	783136.0	6553.0	557.0	30962.0	0.45	0.0	0.0	0.0	1.6	0.0	0.0	20774552.0	91.73	0.0	0.8	0.0	0	181208	0
Acute_Fatal_34	35821515.0	238.0	4436673.0	12.39	237.08	1350317.0	1262960.0	1197990.0	8478.0	978.0	142871.0	0.49	0.0	0.0	0.01	1.58	0.0	0.0	30748596.0	85.84	0.0	1.77	0.01	0	632672	3574
Acute_Fatal_34._STARpass1	35821515.0	238.0	4318675.0	12.06	237.46	1072125.0	917664.0	965249.0	7010.0	944.0	98922.0	0.5	0.0	0.0	0.01	1.58	0.0	0.0	30865922.0	86.17	0.0	1.77	0.01	0	633340	3578
Acute_Fatal_35	27939177.0	238.0	5809108.0	20.79	236.23	1108447.0	990805.0	946190.0	7825.0	1158.0	153274.0	0.41	0.0	0.0	0.01	1.7	0.0	0.0	21424662.0	76.68	0.0	2.51	0.02	0	699831	5576
Acute_Fatal_35._STARpass1	27939177.0	238.0	5796054.0	20.75	236.23	1058673.0	861605.0	918168.0	7270.0	1094.0	132141.0	0.41	0.0	0.0	0.01	1.7	0.0	0.0	21437288.0	76.73	0.0	2.51	0.02	0	700255	5580
Acute_Fatal_36	27882307.0	235.0	4346004.0	15.59	235.39	1671902.0	1584413.0	1560653.0	12466.0	1212.0	97571.0	0.37	0.0	0.0	0.01	1.66	0.0	0.0	21492159.0	77.08	0.0	7.32	0.01	0	2041355	2789
Acute_Fatal_36._STARpass1	27882307.0	235.0	4327409.0	15.52	235.77	1578412.0	1435786.0	1472392.0	10929.0	1200.0	93891.0	0.37	0.0	0.0	0.01	1.65	0.0	0.0	21510523.0	77.15	0.0	7.32	0.01	0	2041586	2789
Acute_Fatal_38	20213818.0	235.0	3312753.0	16.39	236.07	1081138.0	1010425.0	984228.0	8936.0	1061.0	86913.0	0.41	0.0	0.0	0.01	1.65	0.0	0.0	16699360.0	82.61	0.0	0.99	0.01	0	199688	2017
Acute_Fatal_38._STARpass1	20213818.0	235.0	3303562.0	16.34	236.3	1006547.0	891635.0	922964.0	6793.0	855.0	75935.0	0.42	0.0	0.0	0.01	1.65	0.0	0.0	16708359.0	82.66	0.0	0.99	0.01	0	199878	2019
Acute_Fatal_39	19642395.0	232.0	3906577.0	19.89	230.81	1257182.0	1173346.0	1148355.0	8634.0	979.0	99214.0	0.43	0.0	0.0	0.01	1.66	0.0	0.0	15495506.0	78.89	0.0	1.21	0.02	0	236404	3908
Acute_Fatal_39._STARpass1	19642395.0	232.0	3895388.0	19.83	231.01	1182826.0	1047121.0	1084891.0	7995.0	968.0	88972.0	0.44	0.0	0.0	0.01	1.64	0.0	0.0	15506342.0	78.94	0.0	1.21	0.02	0	236752	3913
Acute_Fatal_4	24539783.0	234.0	4018618.0	16.38	236.04	1575601.0	1480700.0	1440836.0	27630.0	1079.0	106056.0	0.4	0.0	0.0	0.01	1.72	0.0	0.0	20333338.0	82.86	0.0	0.75	0.01	0	185356	2471
Acute_Fatal_4._STARpass1	24539783.0	234.0	4026445.0	16.41	236.24	1524888.0	1366726.0	1412508.0	10358.0	1064.0	100958.0	0.4	0.0	0.0	0.01	1.7	0.0	0.0	20325161.0	82.83	0.0	0.75	0.01	0	185701	2476
Acute_Fatal_40	46899121.0	233.0	9263871.0	19.75	232.23	3214316.0	3005227.0	2942975.0	27779.0	2441.0	241121.0	0.45	0.0	0.0	0.01	1.64	0.0	0.0	36875762.0	78.63	0.0	1.61	0.01	0	754800	4688
Acute_Fatal_40._STARpass1	46899121.0	233.0	9355753.0	19.95	232.43	3092450.0	2725021.0	2841472.0	21485.0	2382.0	227111.0	0.46	0.0	0.0	0.01	1.64	0.0	0.0	36782714.0	78.43	0.0	1.61	0.01	0	755959	4695
Acute_Fatal_41	12639719.0	237.0	3537291.0	27.99	236.34	1004556.0	936744.0	915040.0	7538.0	789.0	81189.0	0.39	0.0	0.0	0.01	1.68	0.0	0.0	8970215.0	70.97	0.0	1.03	0.02	0	129695	2518
Acute_Fatal_41._STARpass1	12639719.0	237.0	3550639.0	28.09	236.4	986694.0	868374.0	904363.0	6885.0	778.0	74668.0	0.4	0.0	0.0	0.01	1.68	0.0	0.0	8956706.0	70.86	0.0	1.03	0.01	0	131101	1273
Acute_Fatal_42	31939602.0	236.0	6327146.0	19.81	236.49	2175477.0	2052799.0	2018076.0	15209.0	1610.0	140582.0	0.4	0.0	0.0	0.01	1.7	0.0	0.0	25210053.0	78.93	0.0	1.25	0.01	0	399209	3194
Acute_Fatal_42._STARpass1	31939602.0	236.0	6334264.0	19.83	236.6	2109342.0	1888339.0	1957587.0	14487.0	1535.0	135733.0	0.4	0.0	0.0	0.01	1.69	0.0	0.0	25202417.0	78.91	0.0	1.25	0.01	0	399723	3198
Acute_Fatal_45	22111126.0	235.0	4086064.0	18.48	234.11	1539082.0	1445363.0	1423242.0	10974.0	1328.0	103538.0	0.5	0.0	0.0	0.01	1.6	0.0	0.0	17705052.0	80.07	0.0	1.44	0.01	0	317803	2207
Acute_Fatal_45._STARpass1	22111126.0	235.0	4095591.0	18.52	234.35	1481100.0	1311417.0	1369255.0	10337.0	1292.0	100216.0	0.5	0.0	0.0	0.01	1.59	0.0	0.0	17694528.0	80.03	0.0	1.44	0.01	0	318793	2214
Acute_Fatal_46	6311177.0	235.0	937158.0	14.85	234.23	370432.0	361640.0	341230.0	2508.0	418.0	26276.0	0.37	0.0	0.0	0.01	1.66	0.0	0.0	5279416.0	83.65	0.0	1.48	0.01	0	93968	635
Acute_Fatal_46._STARpass1	6311177.0	235.0	936650.0	14.84	234.27	361839.0	328695.0	338585.0	2417.0	348.0	20489.0	0.37	0.0	0.0	0.01	1.66	0.0	0.0	5279857.0	83.66	0.0	1.49	0.01	0	94039	631
Acute_Fatal_47	12700723.0	235.0	1778317.0	14.0	232.62	690170.0	672436.0	649289.0	6131.0	543.0	34207.0	0.43	0.0	0.0	0.02	1.88	0.0	0.0	10733650.0	84.51	0.0	1.48	0.01	0	187489	1267
Acute_Fatal_47._STARpass1	12700723.0	235.0	1770927.0	13.94	232.74	668339.0	613748.0	633023.0	4730.0	529.0	30057.0	0.43	0.0	0.0	0.02	1.87	0.0	0.0	10740946.0	84.57	0.0	1.48	0.01	0	187583	1267
Acute_Fatal_48	34335768.0	232.0	5299562.0	15.43	231.37	1931858.0	1834610.0	1799066.0	18284.0	1435.0	113073.0	0.56	0.0	0.0	0.01	1.64	0.0	0.0	28710733.0	83.62	0.0	0.93	0.01	0	322011	3462
Acute_Fatal_48._STARpass1	34335768.0	232.0	5281093.0	15.38	231.48	1869681.0	1682890.0	1750454.0	12721.0	1342.0	105164.0	0.56	0.0	0.0	0.01	1.64	0.0	0.0	28728679.0	83.67	0.0	0.94	0.01	0	322564	3432
Acute_Fatal_49	155547519.0	232.0	19972045.0	12.84	232.24	8743492.0	8312542.0	8077906.0	59936.0	5734.0	599916.0	0.38	0.0	0.0	0.01	1.65	0.0	0.0	132635914.0	85.27	0.0	1.88	0.01	0	2924007	15553
Acute_Fatal_49._STARpass1	155547519.0	232.0	19704287.0	12.67	232.52	8084030.0	7218977.0	7535339.0	54206.0	5488.0	488997.0	0.37	0.0	0.0	0.01	1.63	0.0	0.0	132909872.0	85.45	0.0	1.88	0.01	0	2917840	15520
Acute_Fatal_5	14603472.0	233.0	3584934.0	24.55	234.26	1063829.0	1008389.0	986609.0	8022.0	838.0	68360.0	0.52	0.0	0.0	0.01	1.7	0.0	0.0	10796565.0	73.93	0.0	1.5	0.02	0	219052	2921
Acute_Fatal_5._STARpass1	14603472.0	233.0	3608101.0	24.71	234.32	1045976.0	935288.0	975586.0	7437.0	809.0	62144.0	0.53	0.0	0.0	0.01	1.69	0.0	0.0	10773126.0	73.77	0.0	1.51	0.02	0	219340	2905
Acute_Fatal_52	48993168.0	236.0	10426361.0	21.28	235.27	3757519.0	3508795.0	3443049.0	26507.0	2751.0	285212.0	0.41	0.0	0.0	0.01	1.59	0.0	0.0	37994901.0	77.55	0.0	1.16	0.01	0	567018	4888
Acute_Fatal_52._STARpass1	48993168.0	236.0	10565101.0	21.56	235.44	3541965.0	3111814.0	3243766.0	23341.0	2581.0	272277.0	0.41	0.0	0.0	0.01	1.58	0.0	0.0	37850468.0	77.26	0.0	1.17	0.01	0	572704	4895
Acute_Fatal_57	21716221.0	234.0	3625738.0	16.7	235.82	1316266.0	1241692.0	1213847.0	10962.0	911.0	90546.0	0.44	0.0	0.0	0.01	1.68	0.0	0.0	17779495.0	81.87	0.0	1.42	0.01	0	308813	2175
Acute_Fatal_57._STARpass1	21716221.0	234.0	3631331.0	16.72	235.94	1266652.0	1114296.0	1176518.0	8564.0	893.0	80677.0	0.45	0.0	0.0	0.01	1.68	0.0	0.0	17773591.0	81.84	0.0	1.43	0.01	0	309137	2162
Acute_Fatal_58	25069057.0	229.0	3546795.0	14.15	230.81	1476890.0	1424470.0	1391415.0	13382.0	1064.0	71029.0	0.42	0.0	0.0	0.01	1.65	0.0	0.0	21390480.0	85.33	0.0	0.52	0.01	0	129296	2486
Acute_Fatal_58._STARpass1	25069057.0	229.0	3515750.0	14.02	231.0	1370062.0	1273273.0	1300613.0	10865.0	1012.0	57572.0	0.43	0.0	0.0	0.01	1.67	0.0	0.0	21421225.0	85.45	0.0	0.52	0.01	0	129590	2492
Acute_Fatal_6	17489543.0	233.0	2938237.0	16.8	231.41	959104.0	905096.0	885531.0	6898.0	725.0	65950.0	0.49	0.0	0.0	0.01	1.7	0.0	0.0	14290904.0	81.71	0.0	1.48	0.01	0	258654	1748
Acute_Fatal_6._STARpass1	17489543.0	233.0	2916089.0	16.67	231.5	903051.0	794654.0	838812.0	6303.0	714.0	57222.0	0.5	0.0	0.0	0.01	1.68	0.0	0.0	14312795.0	81.84	0.0	1.48	0.01	0	258910	1749
Acute_Fatal_64	31426534.0	231.0	6499773.0	20.68	234.45	2002052.0	1890464.0	1839553.0	15651.0	1703.0	145145.0	0.45	0.0	0.0	0.01	1.68	0.0	0.0	24214356.0	77.05	0.0	2.26	0.01	0	709267	3138
Acute_Fatal_64._STARpass1	31426534.0	231.0	6506633.0	20.7	234.51	1947982.0	1751150.0	1807206.0	13691.0	1638.0	125447.0	0.45	0.0	0.0	0.01	1.66	0.0	0.0	24207125.0	77.03	0.0	2.26	0.01	0	709636	3140
Acute_Fatal_65	8957657.0	231.0	151538.0	1.69	227.21	91177.0	88900.0	86771.0	698.0	226.0	3482.0	0.47	0.0	0.0	0.01	1.76	0.0	0.0	8609338.0	96.11	0.0	2.19	0.01	0	195887	894
Acute_Fatal_65._STARpass1	8957657.0	231.0	148033.0	1.65	228.68	83706.0	78209.0	80014.0	568.0	67.0	3057.0	0.47	0.0	0.0	0.01	1.76	0.0	0.0	8612828.0	96.15	0.0	2.19	0.01	0	195901	895
Acute_Fatal_67	3997300.0	262.0	651256.0	16.29	261.09	285906.0	265690.0	261935.0	2008.0	246.0	21717.0	0.99	0.0	0.0	0.01	1.63	0.0	0.0	2693644.0	67.39	0.0	16.3	0.02	0	651600	800
Acute_Fatal_67._STARpass1	3997300.0	262.0	651593.0	16.3	261.13	281501.0	252259.0	257909.0	1986.0	243.0	21363.0	1.0	0.0	0.0	0.01	1.63	0.0	0.0	2693224.0	67.38	0.0	16.3	0.02	0	651683	800
Acute_Fatal_68	118053600.0	234.0	12364421.0	10.47	233.87	4982505.0	4626745.0	4544032.0	28813.0	3477.0	406183.0	0.43	0.0	0.0	0.0	1.46	0.0	0.0	103277873.0	87.48	0.0	2.04	0.0	0	2411306	0
Acute_Fatal_68._STARpass1	118053600.0	234.0	12211252.0	10.34	234.37	4340334.0	3858260.0	3926979.0	26623.0	3441.0	383291.0	0.43	0.0	0.0	0.0	1.44	0.0	0.0	103428262.0	87.61	0.0	2.04	0.0	0	2414086	0
Acute_Fatal_69	28282675.0	237.0	3490937.0	12.34	234.39	1173717.0	1083607.0	1060390.0	8609.0	753.0	103965.0	0.51	0.0	0.0	0.01	1.49	0.0	0.0	13502357.0	47.74	0.0	39.91	0.01	0	11286553	2828
Acute_Fatal_69._STARpass1	28282675.0	237.0	3517155.0	12.44	234.62	1112224.0	974561.0	1003639.0	7343.0	750.0	100492.0	0.52	0.0	0.0	0.01	1.5	0.0	0.0	13475844.0	47.65	0.0	39.91	0.01	0	11286848	2828
Acute_Fatal_70	2257730.0	260.0	325767.0	14.43	256.37	81273.0	65355.0	64348.0	386.0	38.0	16501.0	1.07	0.0	0.0	0.0	1.33	0.0	0.0	1573287.0	69.68	0.0	15.88	0.0	0	358676	0
Acute_Fatal_70._STARpass1	2257730.0	260.0	327678.0	14.51	256.38	79325.0	52193.0	62761.0	357.0	38.0	16169.0	1.07	0.0	0.0	0.0	1.32	0.0	0.0	1571240.0	69.59	0.0	15.89	0.0	0	358812	0
Acute_Fatal_71	40418352.0	238.0	897440.0	2.22	227.78	893462.0	877228.0	870977.0	1084.0	81.0	21320.0	0.43	0.0	0.0	0.0	1.5	0.0	0.0	18813683.0	46.55	0.0	51.23	0.0	0	20707229	0
